1,356954,4795773,9,105,20
2,356957.6875,4795824,9.0035476684570312,105,20
3,356961.40625,4795875,9.0072717666625977,105,20
4,356945.65625,4795953,9.0111303329467773,105,20
5,356912.21875,4796041,9.0190715789794922,105,20
6,356870.71875,4796115,9.027012825012207,105,20
7,356838.75,4796230,9.0345973968505859,105,20
8,356803.25,4796314.5,9.0414695739746094,105,20
9,356741.875,4796460,9.0472755432128906,105,20
10,356717,4796538.5,9.0516624450683594,105,20
11,356697.09375,4796642,9.0542926788330078,105,20
12,356710.59375,4796722,9.054835319519043,105,20
13,356773.125,4796797.5,9.0529651641845703,105,20
14,356833.21875,4796828,9.0510311126708984,105,20
15,356886.1875,4796863,9.0483875274658203,105,20
16,356948.25,4796897,9.0450038909912109,105,20
17,357035.0625,4796917,9.0359077453613281,105,20
18,357140.90625,4796921.5,9.0235452651977539,105,20
19,357211.46875,4796946,9.0160837173461914,105,20
20,357352.40625,4797027,8.9883384704589844,105,20
21,357458.0625,4797096,8.965245246887207,105,20
22,357525.875,4797205,8.9384298324584961,105,20
23,357603.25,4797322.5,8.9079723358154297,105,20
24,357647.40625,4797431,8.8740081787109375,105,20
25,357673.9375,4797582,8.8367547988891602,105,20
26,357687.9375,4797671,8.7964706420898437,105,20
27,357672.78125,4797790.5,8.7534427642822266,105,20
28,357683.78125,4797858,8.7310066223144531,105,20
29,357706.34375,4797937.5,8.6845359802246094,105,20
30,357757.0625,4798033,8.6363210678100586,105,20
31,357818.34375,4798122.5,8.5868244171142578,105,20
32,357895.6875,4798175,8.5365352630615234,105,20
33,357995.125,4798233.5,8.4859638214111328,105,20
34,358102,4798264,8.4356155395507812,105,20
35,358225.40625,4798234.5,8.3859968185424805,105,20
36,358309.09375,4798242,8.3375949859619141,105,20
37,358407.25,4798282,8.2908563613891602,105,20
38,358502.40625,4798430.5,8.2247562408447266,105,20
39,358535.9375,4798545,8.1838836669921875,105,20
40,358491.4375,4798750.5,8.1281461715698242,105,20
41,358437.84375,4798892.5,8.0950756072998047,105,20
42,358350.15625,4799040,8.0519580841064453,105,20
43,358283.46875,4799175.5,8.0276927947998047,105,20
44,358258.84375,4799287,8.0070304870605469,105,20
45,358242.28125,4799412.5,7.989891529083252,105,20
46,358266.34375,4799551,7.9761695861816406,105,20
