1,356985.78125,4795755.5,13,108,20
2,356995.03125,4795808,13.002535820007324,108,20
3,357004.28125,4795860,13.005183219909668,108,20
4,356988.8125,4795926,13.007896423339844,108,20
5,356973.3125,4795992.5,13.010628700256348,108,20
6,356942.71875,4796049,13.013336181640625,108,20
7,356912.125,4796105.5,13.015971183776855,108,20
8,356870.15625,4796154.5,13.018490791320801,108,20
9,356828.1875,4796203.5,13.020849227905273,108,20
10,356796.8125,4796246.5,13.02299976348877,108,20
11,356765.4375,4796289.5,13.02490234375,108,20
12,356735.75,4796348,13.026511192321777,108,20
13,356706.09375,4796406,13.02778434753418,108,20
14,356686.78125,4796470,13.028677940368652,108,20
15,356667.46875,4796534,13.029155731201172,108,20
16,356674.40625,4796611,13.029182434082031,108,20
17,356681.34375,4796688,13.028725624084473,108,20
18,356698.9375,4796743,13.027749061584473,108,20
19,356716.53125,4796797.5,13.026227951049805,108,20
20,356766,4796834,13.024128913879395,108,20
21,356815.46875,4796870.5,13.021422386169434,108,20
22,356857.84375,4796895,13.018086433410645,108,20
23,356900.21875,4796919.5,13.014101028442383,108,20
24,356953.5625,4796906,13.009438514709473,108,20
25,357006.9375,4796893,13.004087448120117,108,20
26,357060.28125,4796879.5,12.99802303314209,108,20
27,357108.4375,4796877.5,12.991233825683594,108,20
28,357156.625,4796875.5,12.983715057373047,108,20
29,357212.03125,4796890,12.975454330444336,108,20
30,357267.4375,4796905,12.966451644897461,108,20
31,357316.75,4796941.5,12.956698417663574,108,20
32,357366.0625,4796978,12.946187973022461,108,20
33,357410.3125,4797011,12.93492603302002,108,20
34,357454.59375,4797044.5,12.92292308807373,108,20
35,357498.84375,4797077.5,12.910182952880859,108,20
36,357534.1875,4797125,12.896720886230469,108,20
37,357569.5,4797172.5,12.88255500793457,108,20
38,357604.84375,4797220,12.867698669433594,108,20
39,357635.28125,4797289,12.852173805236816,108,20
40,357665.71875,4797357.5,12.835995674133301,108,20
41,357696.15625,4797426.5,12.819182395935059,108,20
42,357705.1875,4797474,12.801761627197266,108,20
43,357714.1875,4797522,12.783756256103516,108,20
44,357692.6875,4797582,12.765191078186035,108,20
45,357671.21875,4797642,12.746102333068848,108,20
46,357649.71875,4797702,12.726518630981445,108,20
47,357647.90625,4797768,12.706477165222168,108,20
48,357646.09375,4797833.5,12.686017990112305,108,20
49,357647.5625,4797893,12.665183067321777,108,20
50,357649,4797952,12.644012451171875,108,20
51,357676.625,4798008,12.622550010681152,108,20
52,357704.25,4798063.5,12.600839614868164,108,20
53,357749.71875,4798113.5,12.578924179077148,108,20
54,357795.1875,4798163.5,12.556849479675293,108,20
55,357840.40625,4798193,12.534659385681152,108,20
56,357885.625,4798222.5,12.512399673461914,108,20
57,357933.5625,4798252.5,12.490116119384766,108,20
58,357981.53125,4798282.5,12.467855453491211,108,20
59,358055.5625,4798261,12.445663452148438,108,20
60,358129.625,4798239,12.423583030700684,108,20
61,358195.8125,4798208,12.401659965515137,108,20
62,358262,4798177,12.379938125610352,108,20
63,358336.65625,4798184.5,12.358463287353516,108,20
64,358382.71875,4798216,12.337277412414551,108,20
65,358428.78125,4798247,12.316423416137695,108,20
66,358479.09375,4798305.5,12.295938491821289,108,20
67,358529.40625,4798364,12.275860786437988,108,20
68,358548.6875,4798417.5,12.256226539611816,108,20
69,358567.96875,4798471,12.237066268920898,108,20
70,358564.71875,4798526,12.218415260314941,108,20
71,358561.46875,4798581,12.200300216674805,108,20
72,358533.9375,4798638,12.182756423950195,108,20
73,358506.4375,4798695.5,12.165812492370605,108,20
74,358471.375,4798748,12.149492263793945,108,20
75,358436.34375,4798801,12.133824348449707,108,20
76,358403.28125,4798873,12.118832588195801,108,20
77,358370.21875,4798945,12.104533195495605,108,20
78,358336.625,4798976,12.090950012207031,108,20
79,358303.03125,4799007,12.078089714050293,108,20
80,358276.4375,4799066.5,12.065966606140137,108,20
81,358249.84375,4799126,12.054582595825195,108,20
82,358232.53125,4799173,12.043942451477051,108,20
83,358215.21875,4799220,12.034042358398438,108,20
84,358205.9375,4799281,12.024886131286621,108,20
85,358196.625,4799341.5,12.016473770141602,108,20
86,358194.34375,4799398.5,12.008790969848633,108,20
87,358192.0625,4799455.5,12.001838684082031,108,20
88,358212.125,4799506,11.995599746704102,108,20
89,358232.21875,4799557,11.99006462097168,108,20
